Computer_Idn,SystemPerformance_Idn,MemScore,CPUScore,GraphicsScore,GamingScore,DiskScore
6420,5112,8.8,8.8,6.3,9.9,8.45
6422,5192,7.9,7.6,6.1,9.9,8.85
6426,5119,8.8,8.8,6.5,9.9,8.15
6427,5118,7.9,7.6,6.5,9.9,8.15
6428,5194,8.8,8.8,6.4,9.9,8.15
6434,5122,9.1,9.1,6.5,9.9,8.95
6435,5164,8.7,8.7,5.1,9.9,8.15
6438,5123,8.3,8.3,8.1,9.9,8.2
6439,5141,8.6,8.6,8,9.9,9.1
6443,5127,7.9,7.6,6.8,9.9,8.15
6445,5131,8.3,8.3,8,9.9,8.1
6447,5139,8.9,8.9,7.8,9.9,8.15
6448,5146,7.5,7.5,5.1,9.9,8.2
6453,5198,9,9,8.3,9.9,5.9
6454,5144,8.3,8.3,8,9.9,8.1
6455,5145,7.9,7.7,6.8,9.9,8.4
6459,5149,8.2,8.2,8.1,9.9,7.85
6461,5152,9.1,9.1,8.3,9.9,8
6463,5158,8.8,8.8,6.9,9.9,9.1
6466,5199,8.4,8.4,5.6,9.9,7.7
6470,5196,8.7,8.7,6,9.9,8.15
6475,5165,8.2,8.2,8.7,8.7,8.75
6477,5167,7.9,7.7,7.1,7.1,7.9
6480,5168,8.1,8.1,6.4,9.9,8.1
6481,5234,9.1,9.1,8,9.9,9.2
6488,5173,8.3,8.3,6.1,9.9,9.15
6505,5212,8.8,8.8,5.2,9.9,8.2
6507,5219,9.1,9.1,7.8,9.9,8.65
6509,5211,9.1,9.1,8.2,9.9,8.15
6516,5210,8.9,8.9,4.8,9.9,6.8
6519,5185,8.2,8.2,5.9,5.8,8.2
6520,5189,9.1,9.1,8,9.9,8.65
6547,5224,7.6,7.2,6.8,6.8,7.9
6555,5222,8.6,8.6,8.1,9.9,5.9
6569,5213,8.8,8.8,6.7,9.9,9.25
6571,5221,9.1,9.1,5.5,9.9,8.15
6572,5226,8.7,8.7,5.2,9.9,8.15
6574,5223,7.6,7.5,6.5,9.9,8.05
6577,5237,9.1,9.1,7.5,9.9,8.1
6579,5232,8.2,8.2,6.5,9.9,8.15
6588,5236,8.7,8.7,5.7,9.9,8.2
