Computer_Idn,Type,MhzSpeed,ProcCount,Stepping,ID,Vendor,SLSignature,Model,ProcIndex,ProcType,ProcFamily,ProcVersion,MaxSpeed,CurrSpeed,ProcUpgrade,FRUGrpIndex,OPGrpIndex,ProcSerialNum,OverdriveUpgrade,VirtModeExt,PageSizeExt,TimeStampCnt,ModelRegisters,PhysAddrExt,MachChkExcept,CMPXCHG8BInstSppt,APIC,MemoryTypeRangeReg,PageGlobalEnable,MachineCheckArch,CondMoveInstr,MMX,HyperThreading,GlobalPageEnable,LeaseExp,ProcCnt,Speed,FeatureID,FeatureStepping,DHCPServ,Architecture,ProcLevel,Revision,AllocGran,ProcessorPhysicalCount,ExternalClockSpeed,CoresPerPkg,EM64T,ExecDisable,CacheSize,TotalCores
308,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,2200,1,4H,06D4H,GenuineIntel,198356,D,NULL,NULL,NULL,NULL,2700 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
312,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,2200,1,4H,06D4H,GenuineIntel,198356,D,NULL,NULL,NULL,NULL,2200,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
321,Intel(R) Xeon(R) CPU            5120  @ 1.86GHz,1866,2,6H,06F6H,GenuineIntel,1782,F,NULL,NULL,NULL,NULL,1867,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1066,2,Yes,No,NULL,NULL
322,Intel(R) Xeon(R) CPU E5-4610 0 @ 2.40GHz,2400,1,2H,06D2H,GenuineIntel,132818,D,NULL,NULL,NULL,NULL,2400,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Yes,Yes,NULL,NULL
325,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,2600,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,3000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
328,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,2600,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,3000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
335,Intel(R) Xeon(R) CPU           E5649  @ 2.53GHz,2530,2,2H,06C2H,GenuineIntel,132802,C,NULL,NULL,NULL,NULL,2533,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5860,6,Yes,Yes,NULL,NULL
336,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,2200,1,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,2098 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Yes,Yes,NULL,NULL
339,Intel(R) Core(TM) i7-5500U CPU @ 2.40GHz,2400,1,4H,06D4H,GenuineIntel,198356,D,NULL,NULL,NULL,NULL,3000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
341,Intel(R) Xeon(R) CPU E5-2609 v4 @ 1.70GHz,1700,1,1H,06F1H,GenuineIntel,263921,F,NULL,NULL,NULL,NULL,30000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
344,Intel(R) Xeon(R) CPU E5-2660 v3 @ 2.60GHz,2600,2,2H,06D2H,GenuineIntel,132818,D,NULL,NULL,NULL,NULL,30000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
345,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,2200,1,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,2200,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
350,Intel(R) Xeon(R) CPU E5-4610 0 @ 2.40GHz,2400,2,2H,06D2H,GenuineIntel,132818,D,NULL,NULL,NULL,NULL,2400,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,Yes,Yes,NULL,NULL
351,Intel(R) Core(TM) i7-4810MQ CPU @ 2.80GHz,2800,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2800 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
357,Intel(R) Xeon(R) CPU E5-4610 0 @ 2.40GHz,2400,1,2H,06D2H,GenuineIntel,132818,D,NULL,NULL,NULL,NULL,30000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Yes,Yes,NULL,NULL
358,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,2600,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,2600 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
362,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,2200,1,4H,06D4H,GenuineIntel,198356,D,NULL,NULL,NULL,NULL,2700 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
372,Intel(R) Core(TM) i7-3687U CPU @ 2.10GHz,2600,1,9H,06A9H,GenuineIntel,198313,A,NULL,NULL,NULL,NULL,4000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
378,Intel(R) Core(TM) i5-4300M CPU @ 2.60GHz,2600,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2600,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
380,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,2600,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,2600,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
383,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,2200,1,4H,06D4H,GenuineIntel,198356,D,NULL,NULL,NULL,NULL,2700 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
388,Intel(R) Core(TM) i5-4300M CPU @ 2.60GHz,2600,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2600 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
393,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,2500,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,2500 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
399,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,2200,1,4H,06D4H,GenuineIntel,198356,D,NULL,NULL,NULL,NULL,2200,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
400,Intel(R) Core(TM) i7-4810MQ CPU @ 2.80GHz,2800,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2800 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
401,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,2200,2,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,2200,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
402,Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,2600,2,1H,0651H,GenuineIntel,132689,5,NULL,NULL,NULL,NULL,2600,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
406,Intel(R) Xeon(R) CPU E5-4610 0 @ 2.40GHz,2400,1,2H,06D2H,GenuineIntel,132818,D,NULL,NULL,NULL,NULL,30000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
408,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,2200,1,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,2200,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
411,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,2600,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,3000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
418,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,2600,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,2600,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
421,Intel(R) Core(TM) i5-4300M CPU @ 2.60GHz,2600,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2600 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
422,Intel(R) Core(TM) i7-5600U CPU @ 2.60GHz,2600,1,4H,06D4H,GenuineIntel,198356,D,NULL,NULL,NULL,NULL,3600 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
425,Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz,2700,1,9H,06A9H,GenuineIntel,198313,A,NULL,NULL,NULL,NULL,2700 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,450,8,Yes,Yes,NULL,NULL
437,Intel(R) Xeon(R) CPU E5-4610 0 @ 2.40GHz,2400,1,2H,06D2H,GenuineIntel,132818,D,NULL,NULL,NULL,NULL,2400,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,Yes,Yes,NULL,NULL
448,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,2200,1,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,2200,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Yes,Yes,NULL,NULL
449,Intel(R) Core(TM) i7-3630QM CPU @ 2.40GHz,2400,1,9H,06A9H,GenuineIntel,198313,A,NULL,NULL,NULL,NULL,2400 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
451,Intel(R) Core(TM) i7-3520M CPU @ 2.90GHz,2893,1,9H,06A9H,GenuineIntel,198313,A,NULL,NULL,NULL,NULL,2900 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
455,Intel(R) Core(TM) i7-4600U CPU @ 2.10GHz,2700,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,3700 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
456,Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,2600,2,1H,0651H,GenuineIntel,132689,5,NULL,NULL,NULL,NULL,2600,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
457,Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz,2700,1,3H,06E3H,GenuineIntel,329443,E,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
459,Intel(R) Core(TM) i7-4600U CPU @ 2.10GHz,2700,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,2700,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
464,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,2200,2,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,30000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,Yes,Yes,NULL,NULL
475,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,2800,1,3H,06E3H,GenuineIntel,263907,E,NULL,NULL,NULL,NULL,8300 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
476,Intel(R) Core(TM) i5-3320M CPU @ 2.60GHz,2600,1,9H,06A9H,GenuineIntel,198313,A,NULL,NULL,NULL,NULL,2600 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
478,Intel(R) Core(TM) i7-4600U CPU @ 2.10GHz,2700,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,2700,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
481,Intel(R) Core(TM) i5-3320M CPU @ 2.60GHz,2600,1,9H,06A9H,GenuineIntel,198313,A,NULL,NULL,NULL,NULL,2600 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
484,Intel(R) Core(TM) i7-4810MQ CPU @ 2.80GHz,2800,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2800 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
485,Intel(R) Core(TM) i7-4810MQ CPU @ 2.80GHz,2800,1,3H,06C3H,GenuineIntel,198339,C,NULL,NULL,NULL,NULL,2800,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,4,Yes,Yes,NULL,NULL
491,Intel(R) Xeon(R) CPU E5-4610 0 @ 2.40GHz,2400,1,2H,06D2H,GenuineIntel,132818,D,NULL,NULL,NULL,NULL,2400,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,Yes,Yes,NULL,NULL
496,Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,2600,2,1H,0651H,GenuineIntel,132689,5,NULL,NULL,NULL,NULL,2600,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
506,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,2600,1,1H,0651H,GenuineIntel,263761,5,NULL,NULL,NULL,NULL,2600,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
509,Intel(R) Xeon(R) CPU E5-4610 0 @ 2.40GHz,2400,2,2H,06D2H,GenuineIntel,132818,D,NULL,NULL,NULL,NULL,2400,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
515,Intel(R) Core(TM)2 Duo CPU     E8600  @ 3.33GHz,3324,1,AH,067AH,GenuineIntel,67194,7,NULL,NULL,NULL,NULL,5200 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1333,2,Yes,Yes,NULL,NULL
516,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,2200,1,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,2200,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Yes,Yes,NULL,NULL
518,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,2200,2,4H,06E4H,GenuineIntel,198372,E,NULL,NULL,NULL,NULL,30000 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Yes,Yes,NULL,NULL
519,Intel(R) Core(TM) i5-3320M CPU @ 2.60GHz,2600,1,9H,06A9H,GenuineIntel,198313,A,NULL,NULL,NULL,NULL,2600 MHz,NULL,NULL,NULL,NULL,Disabled or does not exist,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2,Yes,Yes,NULL,NULL
