Computer_Idn,Manufacturer,Chipset,NumSlots,FRUGrpIndex,OPGrpIndex,MaxCPU,ProductName,MBVersion,SerialNum,BusSpeed,PCISlots,PCISlotsAvail
2498,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS66K1023,1867,0,0
2503,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVMN00WB9F162,1600,1,1
2506,LENOVO,NULL,NULL,NULL,NULL,2501,3444FEU,Win8 Pro DPK TPG,1ZSKU38757E,1333,0,0
2510,Hewlett-Packard,NULL,NULL,NULL,NULL,2701,198F,KBC Version 15.59,PDXVV00WB7U1DJ,1600,1,1
2513,LENOVO,NULL,NULL,NULL,NULL,2808,20FBS19A00,SDK0J40697 WIN,W1KS73210JG,1867,0,0
2515,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS6C5106F,1867,0,0
2517,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS6C5100P,1867,0,0
2521,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.6F,PFKZT00WB511M5,2133,1,1
2525,LENOVO,NULL,NULL,NULL,NULL,2712,20ENS10E00,SDK0J40697 WIN,L1HF6BJ01X4,2133,0,0
2527,LENOVO,NULL,NULL,NULL,NULL,2496,20F9003GUS,SDK0J40705 WIN,L1HF6BP0419,2133,0,0
2530,LENOVO,NULL,NULL,NULL,NULL,2712,20EN001EUS,SDK0J40705 WIN,L1HF68A00KJ,2133,0,0
2531,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.6F,PFKZT00WB511MN,2133,1,1
2532,HP,NULL,NULL,NULL,NULL,2592,8079,KBC Version 85.74,PFKZV00WB573MX,2133,1,1
2538,Hewlett-Packard,NULL,NULL,NULL,NULL,3401,3397,NULL,4CV3275RXY,1600,1,1
2590,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.6F,PFKZT00WB511HH,2133,1,1
2621,LENOVO,NULL,NULL,NULL,NULL,2496,20F60093US,SDK0J40705 WIN,L1HF6BN03PA,2133,0,0
2625,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84594331140709A,1867,0,0
2631,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.74,PFKZT00WB567NI,2133,1,1
2632,LENOVO,NULL,NULL,NULL,NULL,2712,20ENS10E00,SDK0J40697 WIN,L1HF6BJ00J3,2133,0,0
2634,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS66K1050,1867,0,0
2636,"Micro-Star International Co., Ltd.",NULL,NULL,NULL,NULL,2601,MS-17B1,REV:1.0,BSS-0123456789,2400,0,0
2638,Hewlett-Packard,NULL,NULL,NULL,NULL,2701,198F,KBC Version 15.59,PDXVU00WB8A0IT,1600,1,1
2649,"Micro-Star International Co., Ltd.",NULL,NULL,NULL,NULL,2801,MS-16K2,REV:1.0,BSS-0123456789,2400,0,0
2653,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2655,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2657,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
2658,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
2659,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
2660,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2661,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2662,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
2665,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2670,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
2674,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2675,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
2676,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
2678,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
2683,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS66K104M,1867,0,0
2690,LENOVO,NULL,NULL,NULL,NULL,2712,20EQS14X01,SDK0J40675 WIN,L1HF73900XD,2133,0,0
2696,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84591330111648A,1867,0,0
2698,Dell Inc.,NULL,NULL,NULL,NULL,2701,0HF9PT,A00,/4MLWJ72/CN129636260096/,1600,0,0
2707,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS6CM11F1,1867,0,0
2720,LENOVO,NULL,NULL,NULL,NULL,2295,20BW0005CD,SDK0E50511 WIN,L1HF52T01TY,1600,0,0
2728,Dell Inc.,NULL,NULL,NULL,NULL,2701,0N8J4R,A01,/1QG7CG2/CN129636AQ0088/,2133,0,0
2729,HP,NULL,NULL,NULL,NULL,2808,8079,KBC Version 85.74,PFLAA00WB55326,2133,1,1
2737,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS66E10EV,1867,0,0
2739,LENOVO,NULL,NULL,NULL,NULL,2808,20EN003APB,SDK0J40697 WIN,L1HF6BP01J3,2133,0,0
2740,LENOVO,NULL,NULL,NULL,NULL,2808,20EN003APB,SDK0J40697 WIN,L1HF6CD00Y3,2133,0,0
2742,LENOVO,NULL,NULL,NULL,NULL,2712,20EN0036PB,SDK0J40697 WIN,L1HF6CV010B,2133,0,0
2752,HP,NULL,NULL,NULL,NULL,2808,80FA,KBC Version 01.72,PFUFQ068J710AY,2133,1,1
2757,HP,NULL,NULL,NULL,NULL,2808,80FA,KBC Version 01.72,PFUFQ068J7103H,2133,1,1
2759,HP,NULL,NULL,NULL,NULL,2808,80FA,KBC Version 01.72,PFUFQ068J71044,2133,1,1
2761,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2763,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2769,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2772,HP,NULL,NULL,NULL,NULL,2592,8079,KBC Version 85.77,PFKZV00WB682C0,2133,1,1
2776,LENOVO,NULL,NULL,NULL,NULL,2496,20FAS5FY04,SDK0J40675 WIN,L1HF74700BD,2133,0,0
2783,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS74811VS,1867,0,0
2784,Intel Corporation,NULL,NULL,NULL,NULL,2597,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2785,Intel Corporation,NULL,NULL,NULL,NULL,2597,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2788,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVDQ00WB9D0EB,1600,1,1
2795,LENOVO,NULL,NULL,NULL,NULL,2712,20ENS1B000,SDK0J40697 WIN,L1HF733001V,2133,0,0
2798,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS6CC12FT,1867,0,0
2810,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS6CC1287,1867,0,0
2813,Dell Inc.,NULL,NULL,NULL,NULL,2904,0M1YNP,A00,/6NKZK72/CN12963699000F/,2133,0,0
2821,Dell Inc.,NULL,NULL,NULL,NULL,2496,0T6HHJ,A00,/DBX0NC2/CN129636910107/,2133,0,0
2828,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,6,4
2830,HP,NULL,NULL,NULL,NULL,2592,8079,KBC Version 85.77,PFKZV00WB682OP,2133,1,1
2832,LENOVO,NULL,NULL,NULL,NULL,2712,20ENS1B000,SDK0J40697 WIN,L1HF7330024,2133,0,0
2850,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB7304H,2133,0,0
2852,LENOVO,NULL,NULL,NULL,NULL,2701,243852U,Win8 Pro DPK TPG,1ZSF538C2WV,1600,0,0
2860,HP,NULL,NULL,NULL,NULL,2904,828C,KBC Version 45.34,PGDUF00WB7302A,2133,0,0
2863,Dell Inc.,NULL,NULL,NULL,NULL,2701,0N8J4R,A01,/3NXBPF2/CN129636BM0019/,2133,0,0
2864,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84596301024650A,1867,0,0
2867,Dell Inc.,NULL,NULL,NULL,NULL,2901,0W7R2C,NULL,/HBXTN32/CN1296345F059C/,1600,0,0
2868,Dell Inc.,NULL,NULL,NULL,NULL,3401,06X1TJ,A00,/BDBHN22/CN7220046S05GS/,1600,1,1
2880,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
2895,HP,NULL,NULL,NULL,NULL,2808,80FA,KBC Version 01.72,PFUFR058J721FG,2133,1,1
2897,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
2898,Hewlett-Packard,NULL,NULL,NULL,NULL,2601,18DF,KBC Version 62.18,PDPCH001X5AHKE,1600,1,1
2903,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,1
2910,LENOVO,NULL,NULL,NULL,NULL,2694,20BG001BUK,0B98401 WIN,W1KS49C100X,1600,0,0
2918,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84592390865647A,1867,0,0
2922,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/DN34PC2/CN1296368O0848/,2133,0,0
2928,Dell Inc.,NULL,NULL,NULL,NULL,2801,0FVDR2,A00,/8GLBG12/CN1296346S003C/,1600,0,0
2930,Dell Inc.,NULL,NULL,NULL,NULL,2701,0HF9PT,A00,/1BZYY52/CN1296358C0038/,1600,0,0
2933,Dell Inc.,NULL,NULL,NULL,NULL,2801,0CYT5F,A00,/3DCCG12/CN1296346T0091/,1600,0,0
2945,Dell Inc.,NULL,NULL,NULL,NULL,2904,0M1YNP,A00,/HZRFFC2/CN1296365S0027/,2133,0,0
2951,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A00,/959Y662/CN129635BK046F/,1600,0,0
2952,Microsoft Corporation,NULL,NULL,NULL,NULL,2301,Surface Pro 3,1,014284250453,1600,0,0
2953,Dell Inc.,NULL,NULL,NULL,NULL,2901,0V5GVY,A00,/17ZHG72/CN129635CU00B2/,1600,0,0
2954,Dell Inc.,NULL,NULL,NULL,NULL,2101,0WN7Y6,A01,/BXP5G32/CN7220048D00J9/,1866,1,1
2956,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A00,/JN33Z52/CN1296358C1188/,1600,0,0
2958,Dell Inc.,NULL,NULL,NULL,NULL,2701,0HF9PT,A00,/1B0SL32/CN129635320075/,1600,0,0
2959,Dell Inc.,NULL,NULL,NULL,NULL,2901,0T3YTY,A00,/7825M32/CN1296353F000B/,1600,0,0
2960,Dell Inc.,NULL,NULL,NULL,NULL,3401,0PC5F7,A03,/7DPQL02/CN7220042P08H1/,1600,1,1
2962,Dell Inc.,NULL,NULL,NULL,NULL,3501,0HHV7N,A00,/HKZ3FB2/CN7220061R00EM/,2133,1,1
2964,Dell Inc.,NULL,NULL,NULL,NULL,3501,0K240Y,A02,/70JLL82/CN7220059Q013M/,2133,1,0
2967,Dell Inc.,NULL,NULL,NULL,NULL,2594,06HN6G,A00,/G0XWP32/CN129635550037/,1600,0,0
2968,Dell Inc.,NULL,NULL,NULL,NULL,2208,0T6HHJ,A00,/72WWPC2/CN1296369T0BE8/,2133,0,0
2969,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A01,/2YS0R72/CN1296364N01A4/,1600,0,0
2977,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A00,/G4F4162/CN1296359A02C0/,1600,0,0
2979,Dell Inc.,NULL,NULL,NULL,NULL,3001,0PXPYJ,A00,/CJ8WFC2/CN1296366400C3/,1600,0,0
2994,Microsoft Corporation,NULL,NULL,NULL,NULL,2301,Surface Pro 3,1,038896143553,1600,0,0
2999,Dell Inc.,NULL,NULL,NULL,NULL,2496,0T6HHJ,A00,/DNRGNC2/CN1296369F01EC/,2133,0,0
3001,Dell Inc.,NULL,NULL,NULL,NULL,3001,0PXPYJ,A00,/2G9LN32/CN1296354I00C9/,1600,0,0
3006,Dell Inc.,NULL,NULL,NULL,NULL,2101,0WN7Y6,A01,/31VBN22/CN7220045N00EN/,1866,1,1
3008,Dell Inc.,NULL,NULL,NULL,NULL,2101,0WN7Y6,A01,/3VY4G32/CN7220048D003P/,1866,1,1
3012,Dell Inc.,NULL,NULL,NULL,NULL,3501,0K240Y,A03,/7MBN282/CN722005BK004S/,2133,1,1
3013,Dell Inc.,NULL,NULL,NULL,NULL,2501,0T6HHJ,A00,/BN9HXF2/CN1296372N099D/,2133,0,0
3016,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A00,/2YM8Z52/CN1296358E0813/,1600,0,0
3024,Dell Inc.,NULL,NULL,NULL,NULL,2501,091TRH,A00,/G15DD12/CN1296345G000C/,1600,0,0
3032,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A01,/CV56P72/CN1296363V02F1/,1600,0,0
3033,Dell Inc.,NULL,NULL,NULL,NULL,2095,0WN7Y6,A01,/7TTQK02/CN7220041K00PG/,1866,1,1
3036,Dell Inc.,NULL,NULL,NULL,NULL,2001,0GN6JF,A02,/2S9L9Z1/CN7220038U00BW/,1333,1,1
3044,Dell Inc.,NULL,NULL,NULL,NULL,3501,0K240Y,A02,/CGXKV52/CN7220056J01QN/,2133,1,1
3047,Dell Inc.,NULL,NULL,NULL,NULL,2601,0TVD2T,A00,/63KBT32/CN1296356S000F/,1600,0,0
3048,Dell Inc.,NULL,NULL,NULL,NULL,3001,0725FP,A00,/22MKJ12/CN1296349C0330/,1600,0,0
3052,Dell Inc.,NULL,NULL,NULL,NULL,2001,0GN6JF,A01,/7V6V9Y1/CN722003670013/,1333,1,1
3054,Dell Inc.,NULL,NULL,NULL,NULL,2095,0WN7Y6,A01,/4TSZW12/CN7220044L00UJ/,1866,1,1
3061,Dell Inc.,NULL,NULL,NULL,NULL,2501,091TRH,A00,/1VTFL12/CN1296348K010D/,1600,0,0
3067,Dell Inc.,NULL,NULL,NULL,NULL,2208,0T6HHJ,A00,/GK0TQC2/CN129636A10680/,2133,0,0
3074,Dell Inc.,NULL,NULL,NULL,NULL,2701,0HF9PT,A00,/FR5YZ52/CN1296358O0009/,1600,0,0
3077,Dell Inc.,NULL,NULL,NULL,NULL,3001,0PXPYJ,A00,/F0H7V32/CN1296357D0212/,1600,0,0
3078,Dell Inc.,NULL,NULL,NULL,NULL,2496,0T6HHJ,A00,/2864JC2/CN1296366Q028E/,2133,0,0
3082,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A01,/3LF1F72/CN129635C6043D/,1600,0,0
3086,Dell Inc.,NULL,NULL,NULL,NULL,2601,06MFX3,A01,/FYRQQ32/CN1296355J0033/,1600,0,0
3087,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A00,/DW19462/CN129635AG0704/,1600,0,0
3091,Dell Inc.,NULL,NULL,NULL,NULL,2701,07F3F4,A00,/GFP9K12/CN129634AO001E/,1600,0,0
3092,Dell Inc.,NULL,NULL,NULL,NULL,3501,0K240Y,A02,/6VL5182/CN7220059P00F0/,2133,1,1
3097,Dell Inc.,NULL,NULL,NULL,NULL,2701,07Y85M,A01,/21P9TY1/CN129613AN0003/,1600,0,0
3098,Dell Inc.,NULL,NULL,NULL,NULL,2701,07F3F4,A02,/BQNMQ32/CN1296355F008C/,1600,0,0
3104,Dell Inc.,NULL,NULL,NULL,NULL,3001,0725FP,A00,/FK7SM12/CN129634AB00C5/,1600,0,0
3111,Dell Inc.,NULL,NULL,NULL,NULL,3401,0PC5F7,A03,/15Z1V12/CN7220044A01RN/,1600,1,1
3117,Dell Inc.,NULL,NULL,NULL,NULL,2701,0HF9PT,A00,/J6YXJ72/CN129636260064/,1600,0,0
3121,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A01,/JH1DL72/CN1296362G034F/,1600,0,0
3122,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A00,/CG79462/CN129635AG07C1/,1600,0,0
3125,Dell Inc.,NULL,NULL,NULL,NULL,3501,0HHV7N,A00,/DG4YSD2/CN7220068901LY/,2133,1,1
3126,Dell Inc.,NULL,NULL,NULL,NULL,3001,0PXPYJ,A00,/6V8K362/CN129635A9001D/,1600,0,0
3129,Dell Inc.,NULL,NULL,NULL,NULL,2101,0WN7Y6,A01,/7TVLK02/CN7220041L00HB/,1866,1,1
3133,Dell Inc.,NULL,NULL,NULL,NULL,3492,0K240Y,A01,/7D6XC42/CN722004C200GP/,2133,1,1
3135,Dell Inc.,NULL,NULL,NULL,NULL,2496,0T6HHJ,A00,/BMCNRC2/CN129636AE088B/,2133,0,0
3137,Dell Inc.,NULL,NULL,NULL,NULL,2601,06MFX3,A01,/FGFTK12/CN1296351E0220/,1600,0,0
3139,Dell Inc.,NULL,NULL,NULL,NULL,2501,091TRH,A00,/J5X5XZ1/CN1296343P0276/,1600,0,0
3141,Dell Inc.,NULL,NULL,NULL,NULL,3492,0HHV7N,A00,/98WWKB2/CN72200656000N/,2133,1,1
3142,Dell Inc.,NULL,NULL,NULL,NULL,2001,0GN6JF,A01,/JXC7HX1/CN7220034O00YM/,1333,1,1
3148,Microsoft Corporation,NULL,NULL,NULL,NULL,2301,Surface Pro 3,1,004350244853,1600,0,0
3151,Dell Inc.,NULL,NULL,NULL,NULL,3001,0PXPYJ,A00,/2BWYR32/CN129635650162/,1600,0,0
3154,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A01,/D2C1F72/CN129635C603F2/,1600,0,0
3155,Dell Inc.,NULL,NULL,NULL,NULL,2701,0HF9PT,A00,/FNJBL72/CN1296362H0051/,1600,0,0
3164,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A01,/4TB1F72/CN129635C60468/,1600,0,0
3165,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A00,/692ZR32/CN129635690104/,1600,0,0
3168,Dell Inc.,NULL,NULL,NULL,NULL,2208,0T6HHJ,A00,/78BCPC2/CN1296369N16C8/,2133,0,0
3169,Dell Inc.,NULL,NULL,NULL,NULL,2701,0HF9PT,A00,/BB40W32/CN1296357Q00BC/,1600,0,0
3171,Dell Inc.,NULL,NULL,NULL,NULL,3501,0K240Y,A03,/7M8M282/CN722005BK003R/,2133,1,1
3176,Dell Inc.,NULL,NULL,NULL,NULL,3001,0725FP,A00,/G8Z1K12/CN1296349M0109/,1600,0,0
3180,Dell Inc.,NULL,NULL,NULL,NULL,2601,091TRH,A00,/5Z36M12/CN1296349A002B/,1600,0,0
3181,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A01,/2ZC8P72/CN1296363T0509/,1600,0,0
3184,Dell Inc.,NULL,NULL,NULL,NULL,2208,0T6HHJ,A00,/BFX1PF2/CN129636BH0E0E/,2133,0,0
3186,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A00,/2J2LT32/CN129635730447/,1600,0,0
3187,LENOVO,NULL,NULL,NULL,NULL,2808,20FQ002YUS,SDK0J40697 WIN,W1KS6AM10R7,1867,0,0
3190,Dell Inc.,NULL,NULL,NULL,NULL,3001,0PXPYJ,A00,/6X8K362/CN129635A90014/,1600,0,0
3194,Dell Inc.,NULL,NULL,NULL,NULL,2496,0T6HHJ,A00,/9ZTMRC2/CN129636AE086B/,2133,0,0
3199,Dell Inc.,NULL,NULL,NULL,NULL,2904,0M1YNP,A00,/GJFGFC2/CN1296365S0035/,2133,0,0
3203,Dell Inc.,NULL,NULL,NULL,NULL,2904,0M1YNP,A00,/D5TFRC2/CN129636AC003E/,2133,0,0
3204,Dell Inc.,NULL,NULL,NULL,NULL,3501,0K240Y,A02,/DWGJ182/CN722005AG01OU/,2133,1,1
3206,Dell Inc.,NULL,NULL,NULL,NULL,3501,0HHV7N,A00,/98WVKB2/CN7220065600N6/,2133,1,1
3207,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A00,/B593Z52/CN1296358C1192/,1600,0,0
3208,Dell Inc.,NULL,NULL,NULL,NULL,2808,0T6HHJ,A00,/DNX7PF2/CN129636BI052B/,2133,0,0
3211,Dell Inc.,NULL,NULL,NULL,NULL,3001,0725FP,A00,/HWJ9J12/CN1296348D01D4/,1600,0,0
3213,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/JRDCSF2/CN129637170BB5/,2133,0,0
3215,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/1MQSQF2/CN129636CI0C10/,2133,0,0
3216,Dell Inc.,NULL,NULL,NULL,NULL,2808,0T6HHJ,A00,/3RZ7PF2/CN129636BI0528/,2133,0,0
3217,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/6JQSQF2/CN129636CI0C3B/,2133,0,0
3218,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/6XDCSF2/CN12963717050B/,2133,0,0
3220,Dell Inc.,NULL,NULL,NULL,NULL,2808,0T6HHJ,A00,/9PX7PF2/CN129636BI052D/,2133,0,0
3221,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/3VLCSF2/CN129637170C5C/,2133,0,0
3223,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/50FCSF2/CN129637170507/,2133,0,0
3224,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/7P8TQF2/CN129636CI0C81/,2133,0,0
3225,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/FPD8QC2/CN1296368O04B3/,2133,0,0
3226,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/9PQSQF2/CN129636CI0C13/,2133,0,0
3227,Dell Inc.,NULL,NULL,NULL,NULL,2801,NULL,NULL,/5MX7PF2/              /,2133,0,0
3228,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/B6Q8QC2/CN1296368O04E5/,2133,0,0
3229,Dell Inc.,NULL,NULL,NULL,NULL,2808,0T6HHJ,A00,/9M34PC2/CN1296368O090A/,2133,0,0
3230,Dell Inc.,NULL,NULL,NULL,NULL,2808,0T6HHJ,A00,/BG34PC2/CN1296368O08AB/,2133,0,0
3232,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/GVDCSF2/CN129637170554/,2133,0,0
3233,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/9LQSQF2/CN129636CI0E60/,2133,0,0
3234,Dell Inc.,NULL,NULL,NULL,NULL,2801,NULL,NULL,/4LK8QC2/              /,2133,0,0
3236,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/71Q8QC2/CN1296368O04C1/,2133,0,0
3237,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A00,/GSN0V32/CN129635780758/,1600,0,0
3246,Dell Inc.,NULL,NULL,NULL,NULL,2801,NULL,NULL,/1KZ7PF2/              /,2133,0,0
3249,Dell Inc.,NULL,NULL,NULL,NULL,3401,0PC5F7,A02,/GV4NF02/CN722003CV013I/,1600,1,1
3250,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A01,/4D9FL72/CN1296362G0363/,1600,0,0
3255,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/GVLCSF2/CN129637170715/,2133,0,0
3256,Dell Inc.,NULL,NULL,NULL,NULL,2295,0D8H72,A00,/D78W662/CN129635BJ0282/,1600,0,0
3264,Dell Inc.,NULL,NULL,NULL,NULL,2701,07F3F4,A02,/J3RQK32/CN1296351T01D9/,1600,0,0
3267,Dell Inc.,NULL,NULL,NULL,NULL,2601,0P9C43,NULL,/6DHBK32/CN1296349M0E10/,1600,0,0
3270,Dell Inc.,NULL,NULL,NULL,NULL,2808,0T6HHJ,A00,/7NX7PF2/CN129636BI0530/,2133,0,0
3275,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/93Q7QC2/CN1296368O047C/,2133,0,0
3279,Dell Inc.,NULL,NULL,NULL,NULL,3501,0K240Y,A02,/6B9QQ92/CN722005A700AR/,2133,1,1
3288,Dell Inc.,NULL,NULL,NULL,NULL,3001,0PXPYJ,A00,/C826FC2/CN1296365Q00EE/,1600,0,0
3290,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A01,/1Z4TQ72/CN1296364M0245/,1600,0,0
3291,Dell Inc.,NULL,NULL,NULL,NULL,3001,0PXPYJ,A00,/143K362/CN129635A90038/,1600,0,0
3298,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A01,/9W65P72/CN1296363V0483/,1600,0,0
3304,Dell Inc.,NULL,NULL,NULL,NULL,2801,0T6HHJ,A00,/8WLCSF2/CN12963717062E/,2133,0,0
3305,LENOVO,NULL,NULL,NULL,NULL,2601,20BW000DCD,SDK0E50511 WIN,L1HF53R05SZ,1600,0,0
3309,Dell Inc.,NULL,NULL,NULL,NULL,2496,0T6HHJ,A00,/DSK6RC2/CN129636A903F1/,2133,0,0
3316,Dell Inc.,NULL,NULL,NULL,NULL,2496,0T6HHJ,A00,/DPL3S72/CN1296365807D4/,2133,0,0
3318,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A00,/52BGS32/CN1296356D0DA5/,1600,0,0
3319,Dell Inc.,NULL,NULL,NULL,NULL,2701,0HF9PT,A00,/46YXJ72/CN129636260061/,1600,0,0
3323,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A00,/HW3XV32/CN1296357M0258/,1600,0,0
3329,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS73K10ZH,1867,0,0
3332,Dell Inc.,NULL,NULL,NULL,NULL,3312,0Y7WYT,A00,/4KFHZG2/CN7016369201Y1/,2133,1,1
3334,Dell Inc.,NULL,NULL,NULL,NULL,2301,0D8H72,A01,/235TQ72/CN1296364O042E/,1600,0,0
3342,Intel Corporation,NULL,NULL,NULL,NULL,2597,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
3344,HP,NULL,NULL,NULL,NULL,2808,80FA,KBC Version 01.72,PFUFQ068J740WU,2133,1,1
3345,LENOVO,NULL,NULL,NULL,NULL,2808,20FB002LUS,SDK0J40705 WIN,W1KS73K10ET,1867,0,0
3354,Dell Inc.,NULL,NULL,NULL,NULL,2901,01NJ1T,A00,/JJ9KRC2/CN1296365NA83F/,2133,0,0
