Computer_Idn,AssetTag,ServiceTag,ExpressServiceCode,SerialNum,Model,ModelNum,Manufacturer,ChassisType,SalesOrderNumber,ManufactureDate,SystemVersion,HasBattery,CmmGuid,CmmSnmpPort,CmmSlimPort,CmmLocation,IPMIVersion,BMCFirmwareVersion,SDRVersion,SDRFile,SDRPackage,SDRTimeStamp,AMTVersion,ChassisName,BoardName,BackplaneVersion,ESMVersion,OpenManageSupport,OpenManageSupportedComponenets,OpenManageAdministratorVersion,AgentlessInstall,FirmwareVersion,PlatformVersion,BootMode,SupportEndDate,WillAutoRenew,ModelNumber
160,NULL,VMware-42 39 d4 6a e3 b4 ff ef-96 c0 48 54 35 39 7f 1b,1024448542608655645421352841488344334871914485090006977788478105191147133651610763264,VMware-42 39 d4 6a e3 b4 ff ef-96 c0 48 54 35 39 7f 1b,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,NULL,VMware-56 4d 10 03 ca 42 2b 30-51 dc 88 b3 5e 0b ea 04,1024448542609087867286320600545532436457789583808966728487860275649164186731126194176,VMware-56 4d 10 03 ca 42 2b 30-51 dc 88 b3 5e 0b ea 04,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,5CG61534C7,5CG61534C7,542920058560951,5CG61534C7,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,5CG61532Q4,5CG61532Q4,542920058558860,5CG61532Q4,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,5CG6153493,5CG6153493,542920058560839,5CG6153493,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,5CG615300B,5CG615300B,542920058555339,5CG615300B,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,NULL,8CG52319WN,847597808804711,8CG52319WN,HP EliteBook Folio 1040 G1,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD18303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 1040 G1,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,5CG61532K4,5CG61532K4,542920058558644,5CG61532K4,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,NULL,To Be Filled By O.E.M.,1594852671566048900000000000000000000000,To Be Filled By O.E.M.,To Be Filled By O.E.M.,NULL,To Be Filled By O.E.M.,Desktop,NULL,NULL,To Be Filled By O.E.M.,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,To Be Filled By O.E.M.,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,5CG5371C1V,5CG5371C1V,542918005986883,5CG5371C1V,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,5CG5310CTK,5CG5310CTK,542917995863528,5CG5310CTK,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,5CG5310CTN,5CG5310CTN,542917995863531,5CG5310CTN,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
202,NULL,CND5304MSM,1284634807552102,CND5304MSM,HP ZBook 15 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP ZBook 15 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
205,5CG45118MS,5CG45118MS,542915940054772,5CG45118MS,HP EliteBook 840 G1,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G1,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214,5CG615317L,5CG615317L,542920058556897,5CG615317L,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
245,5CG61534SR,5CG61534SR,542920058561547,5CG61534SR,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
272,NULL,PC02PPC8,1985230048904,PC02PPC8,20ALCTO1WW,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X240,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20ALCTO1WW,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
276,5CG6152Z5S,5CG6152Z5S,542920058554240,5CG6152Z5S,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
284,NULL,PC0CY34K,1985247236180,PC0CY34K,20EN001TUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P50,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20EN001TUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
289,NULL,VMware-42 34 22 9d c3 59 11 e7-f0 ef 1b a7 b1 ad d7 a4,1024448542608655600000000000000000000000000000000000000000000000000000000000000000000,VMware-42 34 22 9d c3 59 11 e7-f0 ef 1b a7 b1 ad d7 a4,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
290,NULL,VMware-42 34 17 fb 3e b4 93 db-d5 20 ab 8f 8e 66 40 29,1024448542608655600000000000000000000000000000000000000000000000000000000000000000000,VMware-42 34 17 fb 3e b4 93 db-d5 20 ab 8f 8e 66 40 29,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
302,5CG615318P,5CG615318P,542920058556937,5CG615318P,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
308,5CG5303737,5CG5303737,542917994316451,5CG5303737,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
312,5CG5371C3X,5CG5371C3X,542918005986957,5CG5371C3X,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
321,NULL,GB8728LX6V,1656633801857863,GB8728LX6V,ProLiant DL360 G5,NULL,HP,Rack Mount Chassis,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ProLiant DL360 G5,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
322,NULL,VMware-56 4d 26 76 79 fe c0 91-84 6a 19 6f 08 36 a8 24,1024448542609087867286320600545532436457789583808966728487860275649164186731126194176,VMware-56 4d 26 76 79 fe c0 91-84 6a 19 6f 08 36 a8 24,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
325,5CG5526CXF,5CG5526CXF,542918118755571,5CG5526CXF,HP EliteBook Folio 9480m,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 9480m,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
328,5CG5511RCS,5CG5511RCS,542918116861372,5CG5511RCS,HP EliteBook Folio 9480m,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 9480m,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
335,NULL,CBX955J,26842369879,CBX955J,PowerEdge R510,NULL,Dell Inc.,Rack Mount Chassis,NULL,NULL,A04,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PowerEdge R510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
336,NULL,VMware-42 18 dc 59 9e 6e 51 d8-f6 db 87 3b 09 a9 0b a9,1024448542608655600000000000000000000000000000000000000000000000000000000000000000000,VMware-42 18 dc 59 9e 6e 51 d8-f6 db 87 3b 09 a9 0b a9,"VMware7,1",NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"VMware7,1",NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,NULL,R90F40ZF,2135448853755,R90F40ZF,20BS003LFR,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 3rd,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20BS003LFR,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
341,No Asset Tag,VMware-42 1f fe bb 47 b0 be a2-97 6b a7 2e e3 49 5e 3e,1024448542608655645421352841488344334871914485090006977788478105191147133651610763264,VMware-42 1f fe bb 47 b0 be a2-97 6b a7 2e e3 49 5e 3e,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
344,NULL,VMware-56 4d 93 62 4c 71 32 98-6b 63 57 60 5c 65 6e ae,1024448542609087900000000000000000000000000000000000000000000000000000000000000000000,VMware-56 4d 93 62 4c 71 32 98-6b 63 57 60 5c 65 6e ae,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
345,NULL,VMware-42 2f dc c4 ad 6e 6e 27-46 07 00 98 65 7f e0 b5,1024448542608655645421352841488344334871914485090006977788478105191147133651610763264,VMWARE-42 2F DC C4 AD 6E 6E 27-46 07 00 98 65 7F E0 B5,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,NULL,VMware-42 39 9b bf 65 00 c8 f2-6b 2a 17 25 dc 82 e3 6e,1024448542608655645421352841488344334871914485090006977788478105191147133651610763264,VMware-42 39 9b bf 65 00 c8 f2-6b 2a 17 25 dc 82 e3 6e,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
351,NULL,R90BFBKB,2135442662219,R90BFBKB,20BG0044UK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad W540,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20BG0044UK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,NULL,VMware-56 4d 7d 1e 70 7c 3b f4-c8 36 61 8c dd b9 d3 9a,1024448542609087900000000000000000000000000000000000000000000000000000000000000000000,VMware-56 4d 7d 1e 70 7c 3b f4-c8 36 61 8c dd b9 d3 9a,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
358,5CG4462LX9,5CG4462LX9,542915888050557,5CG4462LX9,HP EliteBook Folio 9480m,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 9480m,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
362,5CG52423WM,5CG52423WM,542917940517958,5CG52423WM,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D410303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
372,CNU406BJL6,CNU406BJL6,2684062556,CNU406BJL6,HP EliteBook Folio 9470m,NULL,Hewlett-Packard,Notebook,NULL,NULL,A1029D1103,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 9470m,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
378,NULL,R9038BPZ,2135428898903,R9038BPZ,20BE004EUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad T540p,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20BE004EUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380,5CG5526CBK,5CG5526CBK,542918118754784,5CG5526CBK,HP EliteBook Folio 9480m,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 9480m,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
383,5CG6023YY8,5CG6023YY8,542919993095600,5CG6023YY8,HP EliteBook 820 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 820 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
388,NULL,R901EY3V,2135425848619,R901EY3V,20BE004EUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad T540p,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20BE004EUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
393,5CG5131J0Y,5CG5131J0Y,542917878345106,5CG5131J0Y,HP EliteBook 840 G1,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10203,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G1,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
399,5CG61018P1,5CG61018P1,542920050075205,5CG61018P1,HP EliteBook 840 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009D510303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400,NULL,R903BKKL,2135429050341,R903BKKL,20BG0044UK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad W540,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20BG0044UK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401,NULL,VMware-42 22 61 8b 77 d9 27 41-52 14 47 b0 a7 88 c6 f3,1024448542608655645421352841488344334871914485090006977788478105191147133651610763264,VMWARE-42 22 61 8B 77 D9 27 41-52 14 47 B0 A7 88 C6 F3,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402,NULL,VMware-42 35 3f 24 cb 80 4c af-52 82 66 d8 db a6 2b 5b,1024448542608655645421352841488344334871914485090006977788478105191147133651610763264,VMware-42 35 3f 24 cb 80 4c af-52 82 66 d8 db a6 2b 5b,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
406,NULL,VMware-42 39 5c 06 08 da 30 4a-2b 68 04 12 2b 34 73 9b,1024448542608655600000000000000000000000000000000000000000000000000000000000000000000,VMware-42 39 5c 06 08 da 30 4a-2b 68 04 12 2b 34 73 9b,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
408,NULL,VMware-42 22 66 0c 39 7b e4 b2-a3 8e c9 b2 7e 09 55 f9,1024448542608655645421352841488344334871914485090006977788478105191147133651610763264,VMWARE-42 22 66 0C 39 7B E4 B2-A3 8E C9 B2 7E 09 55 F9,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
411,5CG5526G22,5CG5526G22,542918118759626,5CG5526G22,HP EliteBook Folio 9480m,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 9480m,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
418,5CG5390DHM,5CG5390DHM,542918009301322,5CG5390DHM,HP EliteBook Folio 9480m,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 9480m,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
421,NULL,R90277H1,2135427167125,R90277H1,20BE004EUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad T540p,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20BE004EUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
422,NULL,R90K55K5,2135457304421,R90K55K5,20BS0031US,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 3rd,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20BS0031US,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
425,NULL,Parallels-B3 40 F4 DF C5 9F 4D CB 89 6A 28 35 E6 2A 34 71,35978358772981815000000000000000000000000000000000000000000000000000000000000000000000000,PARALLELS-B3 40 F4 DF C5 9F 4D CB 89 6A 28 35 E6 2A 34 71,Parallels Virtual Platform,NULL,Parallels Software International Inc.,Notebook,NULL,NULL,None,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Parallels Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
437,NULL,VMware-42 39 87 d0 89 74 00 83-14 9c 91 73 e0 ed 41 d3,1024448542608655645421352841488344334871914485090006977788478105191147133651610763264,VMware-42 39 87 d0 89 74 00 83-14 9c 91 73 e0 ed 41 d3,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,NULL,VMware-42 22 86 13 e1 b0 16 3c-43 39 f1 72 0a 96 3d 30,1024448542608655645421352841488344334871914485090006977788478105191147133651610763264,VMware-42 22 86 13 e1 b0 16 3c-43 39 f1 72 0a 96 3d 30,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,NULL,R9Z1EM9,7991369,R9Z1EM9,24384KU,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad W530,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24384KU,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,NULL,PBY5ZHW,55142072564,PBY5ZHW,2344BPU,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad T430,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2344BPU,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,5CG5372XTD,5CG5372XTD,542918006061745,5CG5372XTD,HP EliteBook Folio 9480m,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 9480m,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456,NULL,VMware-42 1f 00 ff 36 a8 ab e2-aa 40 c5 87 12 0f a6 e8,1024448542608655645421352841488344334871914485090006977788478105191147133651610763264,VMWARE-42 1F 00 FF 36 A8 AB E2-AA 40 C5 87 12 0F A6 E8,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,NULL,PC0CSN6S,1985246982244,PC0CSN6S,20EN002QUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P50,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20EN002QUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459,5CG5070GC2,5CG5070GC2,542917824547250,5CG5070GC2,HP EliteBook Folio 9480m,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook Folio 9480m,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
464,NULL,VMware-42 2f 6b 6d 82 78 de 76-b7 33 ee b6 44 fb 04 00,1024448542608655600000000000000000000000000000000000000000000000000000000000000000000,VMware-42 2f 6b 6d 82 78 de 76-b7 33 ee b6 44 fb 04 00,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
