Computer_Idn,AssetTag,ServiceTag,ExpressServiceCode,SerialNum,Model,ModelNum,Manufacturer,ChassisType,SalesOrderNumber,ManufactureDate,SystemVersion,HasBattery,CmmGuid,CmmSnmpPort,CmmSlimPort,CmmLocation,IPMIVersion,BMCFirmwareVersion,SDRVersion,SDRFile,SDRPackage,SDRTimeStamp,AMTVersion,ChassisName,BoardName,BackplaneVersion,ESMVersion,OpenManageSupport,OpenManageSupportedComponenets,OpenManageAdministratorVersion,AgentlessInstall,FirmwareVersion,PlatformVersion,BootMode,SupportEndDate,WillAutoRenew,ModelNumber
3813,NULL,DP1S262,29812813562,DP1S262,Latitude E7450,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7450,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3815,NULL,1V0TL72,4052614286,1V0TL72,Latitude E7270,NULL,Dell Inc.,LapTop,NULL,NULL,A01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7270,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3816,NULL,3602MC2,6893266322,3602MC2,Precision 5510,NULL,Dell Inc.,LapTop,NULL,NULL,A01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 5510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3817,NULL,25Y2S72,4713132350,25Y2S72,Latitude E7470,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7470,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3818,NULL,6CNSLC2,13826253314,6CNSLC2,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3819,NULL,3GXWF12,7554745622,3GXWF12,Precision M4800,NULL,Dell Inc.,LapTop,NULL,NULL,01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision M4800,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3820,5cg7153fmz,5CG7153FMZ,542922235357931,5cg7153fmz,HP EliteBook 840 G4,NULL,HP,Notebook,NULL,NULL,KBC Version 45.39,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G4,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3824,NULL,PC0HVWVW,1985255532860,PC0HVWVW,20F9003CUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad T460s,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20F9003CUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3826,NULL,CND7111PWX,1284639041728113,CND7111PWX,HP ZBook 15 G3,NULL,HP,Notebook,NULL,NULL,KBC Version 10.73,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP ZBook 15 G3,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3829,NULL,6V66S72,14945539646,6V66S72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3831,NULL,5CBVM72,11629456670,5CBVM72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3832,NULL,NULL,NULL,C02V40Y4HTDF,MacBook Pro,NULL,Apple Computer Inc.,"MacBookPro14,3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3835,NULL,H2NXCV161773080,104850554414823064469504,H2NXCV161773080,P2540UA,NULL,ASUSTeK COMPUTER INC.,Notebook,NULL,NULL,1.0,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P2540UA,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3846,NULL,4FKGXZ1,9648504829,4FKGXZ1,Latitude E7440,NULL,Dell Inc.,LapTop,NULL,NULL,00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7440,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3851,NULL,J64HV32,41729213342,J64HV32,Latitude E6540,NULL,Dell Inc.,LapTop,NULL,NULL,00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E6540,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3852,NULL,JW9JV32,43309825310,JW9JV32,Latitude E6540,NULL,Dell Inc.,LapTop,NULL,NULL,00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E6540,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3853,NULL,3FCJQ32,7458415310,3FCJQ32,Latitude E7240,NULL,Dell Inc.,LapTop,NULL,NULL,00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7240,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3856,NULL,38TKS32,7063754798,38TKS32,Latitude E6540,NULL,Dell Inc.,LapTop,NULL,NULL,00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E6540,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3858,NULL,D81TT32,28784970110,D81TT32,Latitude E7250,NULL,Dell Inc.,LapTop,NULL,NULL,01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7250,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3862,NULL,BJ6WN32,25105063646,BJ6WN32,Latitude E7440,NULL,Dell Inc.,LapTop,NULL,NULL,00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7440,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3864,NULL,1V09362,4051657802,1V09362,Latitude E7450,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7450,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3868,NULL,PF0R7YPS,1991801558656,PF0R7YPS,20HH001SUK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P51,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HH001SUK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3869,NULL,PF0R7YL1,1991801558485,PF0R7YL1,20HH001SUK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P51,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HH001SUK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3871,NULL,PF0R7UBA,1991801552950,PF0R7UBA,20HH001SUK,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P51,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HH001SUK,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3880,NULL,PF0UWNBP,1991807749141,PF0UWNBP,20HJS0PA00,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P51,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HJS0PA00,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3883,NULL,PF0VE591,1991808565525,PF0VE591,20HR000FUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR000FUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3891,NULL,JF6ZR72,42277602926,JF6ZR72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A02,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3894,NULL,FSH5S72,34373611262,FSH5S72,Latitude E7270,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7270,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3895,NULL,J4B8S72,41619614654,J4B8S72,Latitude E5570,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E5570,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3896,NULL,PF0U2G7G,1991806340236,PF0U2G7G,20HR006LUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR006LUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3898,NULL,CBCZR72,26808339566,CBCZR72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3899,NULL,6Z0CVZ1,15177611485,6Z0CVZ1,Latitude E6540,NULL,Dell Inc.,LapTop,NULL,NULL,01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E6540,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3902,NULL,HGKDQ72,38006991326,HGKDQ72,Latitude E5570,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E5570,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3903,NULL,54B8S72,11144661950,54B8S72,Latitude E5570,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E5570,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3905,NULL,HQ66S72,38587814462,HQ66S72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3906,NULL,8HN5S72,18481084670,8HN5S72,Latitude E7270,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7270,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3907,NULL,4D6S262,9504576506,4D6S262,Latitude E7250,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7250,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3909,NULL,007027554857,711091973409595,007027554857,Surface Book,NULL,Microsoft Corporation,LapTop,NULL,NULL,D:0B:09F:1C:03P:38,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Surface Book,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3911,1GKDQ72,1GKDQ72,3178473950,1GKDQ72,Latitude E5570,NULL,Dell Inc.,LapTop,NULL,NULL,A04,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E5570,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3912,NULL,CND5334QXJ,1284634812596311,CND5334QXJ,HP ZBook 15 G2,NULL,Hewlett-Packard,Notebook,NULL,NULL,A3009DD10303,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP ZBook 15 G2,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3914,NULL,003070471657,305228672830555,003070471657,Surface Book,NULL,Microsoft Corporation,LapTop,NULL,NULL,D:0B:09F:1C:03P:38,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Surface Book,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3916,NULL,009930754557,939665123529739,009930754557,Surface Book,NULL,Microsoft Corporation,LapTop,NULL,NULL,D:0B:08F:1C:03P:38,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Surface Book,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3919,NULL,PF0VE49U,1991808564258,PF0VE49U,20HR000FUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR000FUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3926,NULL,VMware-42 18 fa 34 c7 e4 14 4a-34 4b 0c 59 fa dd 64 57,1024448542608655645421352841488344334871914485090006977788478105191147133651610763264,VMware-42 18 fa 34 c7 e4 14 4a-34 4b 0c 59 fa dd 64 57,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3931,NULL,5Q66S72,12466426430,5Q66S72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3933,NULL,DV66S72,30183015998,DV66S72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3934,NULL,43Y2S72,8945764670,43Y2S72,Latitude E7470,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7470,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3935,NULL,95B8S72,19912257470,95B8S72,Latitude E5570,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E5570,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3936,NULL,966ZR72,19965583982,966ZR72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3938,NULL,003301760457,313145809856251,003301760457,Surface Book,NULL,Microsoft Corporation,LapTop,NULL,NULL,D:0B:09F:1C:03P:38,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Surface Book,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3941,NULL,G222N72,34952932334,G222N72,Latitude E7270,NULL,Dell Inc.,LapTop,NULL,NULL,A01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7270,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3943,NULL,5MHZR72,12244389230,5MHZR72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3947,NULL,3FWJN12,7492003670,3FWJN12,Latitude E7440,NULL,Dell Inc.,LapTop,NULL,NULL,01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7440,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3948,NULL,BS2NF72,25642110638,BS2NF72,Latitude E7270,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7270,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3953,NULL,PF0V4QSD,1991808126877,PF0V4QSD,20HR000FUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR000FUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3960,5CG72849LF,5CG72849LF,542922300901779,5CG72849LF,HP EliteBook 840 G3,NULL,HP,Notebook,NULL,NULL,KBC Version 85.76,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G3,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3961,NULL,FN69S72,34052991230,FN69S72,Latitude E5570,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E5570,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3962,NULL,VMware-56 4d 0b 61 df c5 95 a8-e8 e2 94 77 0c a8 2e 97,1024448542609087867286320600545532436457789583808966728487860275649164186731126194176,VMware-56 4d 0b 61 df c5 95 a8-e8 e2 94 77 0c a8 2e 97,VMware Virtual Platform,NULL,"VMware, Inc.",Other,NULL,NULL,None,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VMware Virtual Platform,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3963,NULL,PF0VE5SS,1991808566236,PF0VE5SS,20HR000FUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR000FUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3964,NULL,R90NUUS5,2135463542357,R90NUUS5,20HCA00QUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad P51s,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HCA00QUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3968,5CG7240K8L,5CG7240K8L,542922294010485,5CG7240K8L,HP EliteBook 840 G4,NULL,HP,Notebook,NULL,NULL,KBC Version 45.39,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HP EliteBook 840 G4,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3973,NULL,1T0TL72,3931681934,1T0TL72,Latitude E7270,NULL,Dell Inc.,LapTop,NULL,NULL,A01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7270,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3980,NULL,PF0WX69H,1991811132917,PF0WX69H,20J7S17200,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad T470p,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20J7S17200,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3991,NULL,PF0VE4R8,1991808564884,PF0VE4R8,20HR000FUS,NULL,LENOVO,Notebook,NULL,NULL,ThinkPad X1 Carbon 5th,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20HR000FUS,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3994,NULL,1PHZR72,3718658414,1PHZR72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3995,NULL,1V66S72,4061627966,1V66S72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3998,NULL,GDDTG12,35637786470,GDDTG12,Latitude E7440,NULL,Dell Inc.,LapTop,NULL,NULL,01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7440,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4000,NULL,NULL,NULL,C02Q61MYG8WM,MacBook Pro,NULL,Apple Computer Inc.,"MacBookPro11,5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4006,NULL,H5B8S72,37326516158,H5B8S72,Latitude E5570,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E5570,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4010,20037,8XLCSF2,19445511134,8XLCSF2,Latitude E7470,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7470,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4011,NULL,2BCZR72,5040516206,2BCZR72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4017,NULL,JBG3262,42051008954,JBG3262,Latitude E7450,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7450,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4018,NULL,1BVMLX1,2895033205,1BVMLX1,Latitude E6530,NULL,Dell Inc.,LapTop,NULL,NULL,01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E6530,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4021,NULL,733Y262,15425502842,733Y262,Latitude E6540,NULL,Dell Inc.,LapTop,NULL,NULL,01,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E6540,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4023,NULL,CPM1GC2,27670061810,CPM1GC2,Latitude E7470,NULL,Dell Inc.,LapTop,NULL,NULL,A06,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7470,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4024,NULL,C86ZR72,26616863342,C86ZR72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4028,NULL,BFCZR72,24873421934,BFCZR72,Precision 3510,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Precision 3510,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4029,NULL,7LP8S72,16549666238,7LP8S72,Latitude E5570,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E5570,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4030,NULL,FNVYJ72,34096136366,FNVYJ72,Latitude E7470,NULL,Dell Inc.,LapTop,NULL,NULL,A00,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Latitude E7470,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
